구분,한경1호기(kWh),한경2호기(kWh),한경3호기(kWh),한경5호기(kWh),한경6호기(kWh),한경7호기(kWh),한경8호기(kWh),한경9호기(kWh)
2021-11-22,32819,32776,32829,56924,62700,62826,60496,63032
2021-11-23,34368,15670,33572,51584,61480,61804,56888,61456
2021-11-24,17652,5704,14703,24424,28516,27410,20632,27584
2021-11-25,10033,9687,8389,7616,16136,15373,9064,15216
2021-11-26,9927,12227,9362,19672,18244,15814,12864,18000
2021-11-27,8722,12174,7019,23204,22540,17531,19536,17424
2021-11-28,207,478,236,1548,1704,1328,1488,1256
2021-11-29,2565,2508,2223,6268,6472,6310,6680,4408
2021-11-30,23542,27783,28348,52848,48284,50508,11592,55080
2021-12-01,21562,36321,35963,67924,70300,68940,0,70376
2021-12-02,15377,15646,13824,16336,23320,22486,4520,24720
2021-12-03,29560,29411,25833,47012,46356,49462,41376,50456
2021-12-04,17168,18210,15644,19764,26328,24250,24680,30120
2021-12-05,4271,5165,4020,9968,9428,7518,8592,9392
2021-12-06,2299,2017,2468,6496,6424,4899,5648,5296
2021-12-07,24496,26455,20045,39656,39088,33302,32384,43328
2021-12-08,4501,6489,4068,16100,17180,11556,13280,7984
2021-12-09,6162,6074,4740,11400,5776,9231,9280,6840
2021-12-10,5383,7704,5536,10524,11156,9077,9184,13176
2021-12-11,9370,9996,5968,14252,14176,9762,12536,16784
2021-12-12,27540,28537,26489,21708,46624,45626,46880,50632
2021-12-13,26022,26465,23715,17276,44268,40180,42976,48480
2021-12-14,2172,2392,744,3544,1864,3155,3072,4376
2021-12-15,1303,2372,2090,3004,2124,3157,3544,3920
2021-12-16,13646,16749,14486,29772,30264,23682,27080,26120
2021-12-17,29514,18868,33638,51148,65400,65055,67680,63832
2021-12-18,7122,0,19284,36160,37972,39430,34568,39840
2021-12-19,23906,0,22487,22904,41224,41118,33736,40696
2021-12-20,10201,9538,11643,12020,17372,11499,18360,19464
2021-12-21,10358,10701,8882,13400,17180,14271,12544,16904
2021-12-22,4207,6996,5106,14800,13296,9401,13960,8744
2021-12-23,1354,1967,2690,7816,7384,4766,7192,3288
2021-12-24,17438,17439,17699,36108,35972,32169,34224,33472
2021-12-25,24046,24354,34756,62620,71980,53472,70112,46864
2021-12-26,10343,10582,7852,104,68128,0,68096,0
2021-12-27,17623,18721,17881,0,37160,0,36400,10856
2021-12-28,2730,2640,2350,0,4892,782,4088,5080
2021-12-29,23129,22783,20145,0,38988,37897,28104,37808
2021-12-30,34935,35115,35069,0,63508,64069,58992,65024
2021-12-31,34390,29745,33352,0,61660,60220,61104,64888
2022-01-01,9594,1521,9264,0,18988,16873,14984,18864
2022-01-02,8923,8446,7653,0,13924,12582,0,15296
2022-01-03,5923,6981,5711,0,11808,9430,3760,11896
2022-01-04,12558,13435,9512,0,19048,16396,15744,21424
2022-01-05,6890,15203,16834,22436,33176,25607,28360,23704
2022-01-06,30481,31672,27684,54284,51696,46671,48040,56600
2022-01-07,9510,9563,7250,15240,3824,12809,14736,14624
2022-01-08,10901,11940,9017,13268,15632,14097,14856,18832
2022-01-09,7196,8248,5515,10296,11204,9349,10392,13360
2022-01-10,6174,6775,5286,7768,9664,7628,8832,11656
2022-01-11,29770,32223,32973,60352,65868,65807,64168,66440
2022-01-12,28182,29083,27903,36464,34544,46991,42896,50648
2022-01-13,27950,28017,27838,51440,54484,54543,53536,55128
2022-01-14,19928,20803,17847,29740,33648,31175,32368,36928
2022-01-15,1036,1136,745,2460,2616,1878,2504,2608
2022-01-16,8991,26811,23603,38036,43312,39783,41600,46640
2022-01-17,15176,30256,25308,38704,45856,40955,45392,51856
2022-01-18,22581,24096,19406,38208,38420,34298,35424,40312
2022-01-19,2869,11620,10106,17944,20288,17718,18608,18592
2022-01-20,0,24905,21088,7996,41948,36496,41416,44960
2022-01-21,12,1779,2183,6188,6208,3802,5904,2424
2022-01-22,0,10688,8037,20996,19448,22320,21512,11208
2022-01-23,0,15731,15461,18456,30688,27576,24896,25544
2022-01-24,491,12582,9302,20696,22744,18050,14168,16152
2022-01-25,3824,4449,2985,5824,6820,5963,6016,6704
2022-01-26,13654,20111,15683,30852,30352,26699,27192,30640
2022-01-27,24412,26137,20151,39220,38024,32263,33728,44144
2022-01-28,26978,28452,22699,44712,44392,37362,39016,49584
2022-01-29,31587,33157,28017,52184,51704,46910,44296,54368
2022-01-30,29914,31424,27251,46608,45360,45590,45216,53640
2022-01-31,14951,16601,12168,20056,21312,19029,22120,26640
2022-02-01,24776,25271,23588,30416,39048,38942,33528,41336
2022-02-02,22674,24659,18226,33324,33928,28639,30744,39776
2022-02-03,26958,28677,23450,46368,44180,40113,32656,46104
2022-02-04,30724,31905,29810,41876,49960,49392,46936,53512
2022-02-05,29834,35701,30840,47128,63804,65565,59456,66192
2022-02-06,24988,25599,9519,19616,40272,40737,32000,44096
2022-02-07,14521,18162,13361,28312,21840,14532,15464,26536
2022-02-08,29836,30911,27666,53372,53684,49629,38376,45704
2022-02-09,4432,5356,3437,8904,8828,7300,3112,2024
2022-02-10,21464,24795,18853,33632,34516,30353,20816,42760
2022-02-11,10371,13509,10094,23252,22332,17768,5968,18464
2022-02-12,2719,3798,3775,10860,11764,7491,8896,5088
2022-02-13,7380,12173,9276,22468,23416,16988,17320,15496
2022-02-14,10826,12306,9770,13628,16672,15983,16744,14680
2022-02-15,33545,34807,32693,44032,55288,54362,54464,58856
2022-02-16,31787,32478,31161,42544,53444,53487,51536,57624
2022-02-17,31368,33175,29460,56936,57884,31552,54568,58976
2022-02-18,2167,1976,2996,7276,7732,5147,6600,3880
2022-02-19,25662,26852,24625,48504,48712,43955,45296,49736
2022-02-20,8559,9156,9234,62796,66308,67491,66600,67720
2022-02-21,5170,11081,8069,17808,28156,30518,25776,31320
2022-02-22,16578,22595,15348,25280,30632,27564,27744,37336
2022-02-23,30396,32206,9019,48732,49684,42625,44752,56760
2022-02-24,29014,30635,11294,43004,45740,41586,43104,51528
2022-02-25,7494,7887,915,8080,10340,9970,10104,12720
2022-02-26,8439,10269,9305,14152,14008,14338,15424,17424
2022-02-27,14648,15680,2792,26264,25936,24157,26152,28936
2022-02-28,5244,4173,3515,9516,10968,10759,13408,12512
2022-03-01,18417,19982,13691,0,28704,25337,28400,34056
2022-03-02,21104,22189,1411,5372,32320,30638,27880,35936
2022-03-03,1106,1503,0,2396,2836,2497,3080,3752
2022-03-04,9302,9897,7339,15568,14556,18462,16568,20584
2022-03-05,19400,20470,18113,2548,31316,33069,33080,38984
2022-03-06,23417,24691,20493,0,27088,34453,41072,45528
2022-03-07,10239,8667,8280,4232,6136,14088,15656,18888
2022-03-08,265,440,28,988,928,584,792,1576
2022-03-09,932,984,555,1688,2020,2013,1528,2552
2022-03-10,6488,6137,5532,11972,7720,10377,1352,7568
2022-03-11,9462,8920,9757,19136,11260,17843,5904,20888
2022-03-12,6052,4495,8156,3620,15968,12392,15520,16728
2022-03-13,17614,13314,16311,0,34000,32410,33944,28192
2022-03-14,6407,6879,6019,9632,10676,9444,9520,12712
2022-03-15,9589,9376,7948,16324,15932,13429,13648,18384
2022-03-16,488,153,671,2312,2044,2013,2312,2272
2022-03-17,5194,4679,4815,13364,14472,11185,11008,8432
2022-03-18,12144,23400,21705,41732,42664,40349,41336,40408
2022-03-19,21717,22041,10376,36696,39292,38644,36312,40288
2022-03-20,9257,10401,3716,13296,8144,11213,12944,17680
2022-03-21,8186,12677,10755,23932,24252,18955,19992,17048
2022-03-22,18446,20611,17043,34596,34252,29818,29352,34584
2022-03-23,978,4969,2972,7300,7528,6015,7304,8856
2022-03-24,0,2173,2006,5688,2620,3422,5216,5536
2022-03-25,0,29308,20733,47352,40644,41369,49336,45160
2022-03-26,0,32473,4315,51740,56756,2120,55648,58512
2022-03-27,0,19724,4143,16188,30448,0,29984,33392
2022-03-28,0,18169,6534,7544,32268,0,29376,28640
2022-03-29,1198,1885,1102,4016,3272,3161,3704,3664
2022-03-30,4531,4512,3969,8944,4052,6340,9520,10424
2022-03-31,25312,27324,4043,7160,40464,33143,35464,47656
2022-04-01,17044,20052,0,12696,31220,25167,28776,29392
2022-04-02,6775,7846,3060,11020,10792,8768,9488,13048
2022-04-03,6886,8294,6297,9820,13312,10943,11352,13232
2022-04-04,118,492,399,720,1948,745,2584,1712
2022-04-05,366,211,430,896,624,592,976,1056
2022-04-06,34,202,71,660,612,450,600,800
2022-04-07,1419,1473,1128,1732,2852,2513,1808,3600
2022-04-08,1926,1697,1608,3972,1060,1917,3744,4072
2022-04-09,6271,4632,6061,8084,8068,8979,11400,12816
2022-04-10,6884,5505,4484,5392,10768,8213,12656,14472
2022-04-11,5359,6485,4737,12312,5624,7886,12552,13488
2022-04-12,1465,1134,2031,5248,1444,4130,5112,5904
2022-04-13,389,1720,1976,4672,4192,3874,4632,2712
2022-04-14,0,20533,17046,38208,41384,34743,31696,30640
2022-04-15,10981,20033,15756,26664,35904,30556,32328,31984
2022-04-16,8754,9570,7627,10988,14720,12686,12320,16704
2022-04-17,3492,3901,2117,312,5984,5332,5024,6488
2022-04-18,403,662,82,1964,1816,1418,1128,2136
2022-04-19,2348,3829,2156,7020,6444,5610,5912,6504
2022-04-20,118,190,89,1152,892,855,944,1144
2022-04-21,3503,2592,3335,8048,4168,7167,7624,8120
2022-04-22,6230,4705,1190,13800,11044,12836,13680,14952
2022-04-23,300,359,0,1568,1452,1247,1352,1344
2022-04-24,849,1723,0,3464,3128,1992,3040,2192
2022-04-25,15432,15516,13743,16192,12724,16276,17416,18288
2022-04-26,19959,22249,12798,6460,0,0,8576,0
2022-04-27,14694,15527,0,21432,3496,4321,24032,1472
2022-04-28,1046,2540,0,92,6636,3899,4936,2800
2022-04-29,22517,23251,8266,39308,40704,36847,39168,42872
2022-04-30,2776,3602,1510,5596,5796,3662,4648,5544
2022-05-01,9606,10449,1732,13440,14204,12010,11888,17568
2022-05-02,5335,6173,3809,7276,8832,6718,8064,10552
2022-05-03,3135,3867,3038,7020,6544,6029,5400,6592
2022-05-04,2428,576,1048,5836,3920,4802,5488,6304
2022-05-05,8473,0,3985,14064,12720,13292,13928,13184
2022-05-06,2380,0,272,4696,4792,4966,4744,4856
2022-05-07,4451,0,3968,9728,8996,8777,7216,10248
2022-05-08,2197,0,2035,5436,5544,4235,4608,5008
2022-05-09,1579,0,1437,8500,8728,3528,3944,3400
2022-05-10,565,0,0,2920,3452,1634,1624,1128
2022-05-11,102,612,344,1640,1852,959,1328,800
2022-05-12,5930,0,1083,17820,16992,11232,14616,14792
2022-05-13,6910,0,6456,15744,15932,14404,13216,15664
2022-05-14,22549,7551,15270,29484,28752,27781,26936,33048
2022-05-15,13582,9112,0,17172,19328,19598,18120,24184
2022-05-16,1711,203,146,2648,3208,3496,2328,4072
2022-05-17,552,327,785,0,1988,2089,2288,2792
2022-05-18,905,576,1194,0,2820,3436,3120,4256
2022-05-19,1297,1027,1277,0,2784,2452,3136,3496
2022-05-20,3224,3540,3086,0,7596,5568,7304,6384
2022-05-21,740,832,721,0,2444,2386,2720,2816
2022-05-22,330,413,229,0,336,206,1104,440
2022-05-23,0,0,0,0,88,96,24,120
2022-05-24,422,1488,1305,0,4080,3122,4576,3488
2022-05-25,0,0,0,0,8,33,80,64
2022-05-26,3775,4516,2733,1592,5884,5029,5960,7752
2022-05-27,19,42,0,580,612,109,256,392
2022-05-28,2036,556,1927,6328,5104,5848,5880,7160
2022-05-29,14298,0,13002,25980,21892,24957,25568,18464
2022-05-30,3251,78,2940,4044,5488,6141,4696,6856
2022-05-31,4355,0,3294,7656,7120,8091,6072,9336
2022-06-01,142,0,1329,4424,2196,2833,3888,4696
2022-06-02,38,0,0,2496,1440,2046,1912,2184
2022-06-03,15,0,0,60,44,42,56,80
2022-06-04,8839,0,2828,15496,656,15383,17168,16536
2022-06-05,18485,0,2781,36968,16316,36348,37440,34976
2022-06-06,6167,0,0,14312,14500,13136,13704,14368
2022-06-07,5,0,43,952,824,579,1480,1648
2022-06-08,0,0,204,312,508,908,648,1016
2022-06-09,0,0,7,24,0,35,56,48
2022-06-10,5619,42,5429,9928,7876,10545,10096,9200
2022-06-11,9027,0,8556,19792,18020,14128,18832,17736
2022-06-12,863,0,814,2308,2804,2006,2184,2200
2022-06-13,1403,0,1182,2108,2248,2804,3000,2584
2022-06-14,4276,97,4669,12388,15936,9209,7528,6888
2022-06-15,2777,2266,150,4296,6856,7472,7072,8912
2022-06-16,2114,1468,2495,1440,6188,4600,5600,6392
2022-06-17,5526,3961,6136,0,12208,9032,11624,13624
2022-06-18,5775,4412,184,0,10444,10107,0,10240
2022-06-19,2449,2355,0,0,4808,4688,0,4904
2022-06-20,347,150,127,0,424,766,856,688
2022-06-21,7651,313,8113,0,16884,14588,15312,16392
2022-06-22,3567,1879,3614,0,6316,5606,7472,7760
2022-06-23,18130,15624,20327,15016,36004,32790,35128,40200
2022-06-24,12087,15618,15480,22980,21732,29220,27256,22640
2022-06-25,12541,11691,15471,25896,21752,25319,26712,31120
2022-06-26,23690,19252,25335,23740,43660,42719,43696,48416
2022-06-27,27514,28129,27990,56360,55616,57122,58232,61776
2022-06-28,20023,26669,28723,59688,2728,53603,59696,50848
2022-06-29,12352,9582,12955,38196,0,28874,38264,0
2022-06-30,0,0,0,34788,0,18141,29808,9768
2022-07-01,0,0,0,13940,0,8089,13016,4304
2022-07-02,0,0,0,2112,0,1931,1976,1184
2022-07-03,0,0,0,7956,0,180,8640,0
2022-07-04,0,0,0,5460,0,2053,4552,1992
2022-07-05,0,0,0,3216,0,2679,2816,3144
2022-07-06,0,0,0,28208,0,23432,28392,28600
2022-07-07,0,0,0,33228,0,33830,34320,39512
2022-07-08,0,0,0,4920,0,7483,6232,7720
2022-07-09,0,0,0,5280,0,6348,4976,6984
2022-07-10,0,0,0,5908,0,5166,6488,7544
2022-07-11,0,0,0,5380,0,4495,6016,7112
2022-07-12,1417,1896,1659,4548,0,4136,4720,5400
2022-07-13,2040,5498,0,17936,0,17727,17536,20064
2022-07-14,312,2551,0,5264,0,6107,5664,6744
2022-07-15,2026,1873,0,4008,0,3587,4128,0
2022-07-16,2592,3040,0,4472,0,3568,4152,0
2022-07-17,3740,3733,0,7236,0,4804,7040,0
2022-07-18,19560,22156,0,33936,0,39201,35968,0
2022-07-19,4542,5439,0,7376,0,7613,7272,0
2022-07-20,1676,822,1684,3952,0,2629,3752,0
2022-07-21,15065,0,13559,21904,0,24453,22040,0
2022-07-22,582,129,276,1468,0,1638,1704,0
2022-07-23,614,9308,10067,18552,0,9507,17976,0
2022-07-24,0,7240,6917,10856,0,10573,8576,0
2022-07-25,732,249,588,1776,0,1043,1736,0
2022-07-26,590,0,648,1520,0,28,1424,0
2022-07-27,4031,0,2340,8012,0,0,9360,0
2022-07-28,5356,0,0,9644,0,3991,11640,0
2022-07-29,2274,0,0,3744,0,1840,2752,0
2022-07-30,6374,0,0,14956,0,13313,14384,0
2022-07-31,12775,0,0,0,0,42097,0,0
2022-08-01,6475,0,0,2968,0,25768,5760,0
2022-08-02,8300,0,0,16576,0,17083,17120,0
2022-08-03,3995,0,0,9708,0,10803,10016,0
2022-08-04,769,0,726,2888,0,4179,3232,0
2022-08-05,6039,0,7711,8424,0,14154,11704,0
2022-08-06,3049,0,2971,248,0,6325,360,0
2022-08-07,8139,0,11008,11696,0,19632,13128,0
2022-08-08,12968,0,19028,19912,0,34045,25040,0
2022-08-09,6159,0,16551,19344,6364,27919,24416,0
2022-08-10,8605,0,12379,15792,17048,21999,18768,0
2022-08-11,5015,1706,11928,15020,13964,20728,18416,7168
2022-08-12,2266,3373,3589,4756,3544,6834,6072,7456
2022-08-13,0,146,6797,7988,9684,11876,11208,12768
2022-08-14,6005,5161,12589,15884,704,21180,20312,24368
2022-08-15,18250,16582,22053,31728,0,38813,34704,46600
2022-08-16,14898,15557,17032,26704,3132,33986,30512,36480
2022-08-17,8309,3900,11392,20292,14016,20110,22424,24576
2022-08-18,2987,2765,2274,5556,152,4963,5496,832
2022-08-19,6385,7569,8243,9152,12528,15675,13632,17752
2022-08-20,2877,1069,3738,5260,5424,7252,6088,8152
2022-08-21,2479,3157,1133,4464,4360,2732,4232,6032
2022-08-22,639,866,719,1260,760,810,1568,2184
2022-08-23,409,1204,1027,2408,2388,1782,2432,3672
2022-08-24,4112,4006,2088,6596,6604,3836,5424,8944
2022-08-25,751,788,522,1004,2112,958,1760,2336
2022-08-26,3125,3533,2259,4492,5228,2810,4832,6432
2022-08-27,10120,11018,3129,16504,15888,12576,13056,18552
2022-08-28,8796,11803,0,22500,20836,1631,20496,15920
2022-08-29,181,387,37,1036,1152,91,592,704
2022-08-30,63,77,0,448,444,106,704,816
2022-08-31,13567,14649,11449,19664,19692,13045,16720,26400
2022-09-01,15783,22100,17966,39256,38708,28443,33448,29768
2022-09-02,7582,8977,8666,20540,23872,14728,13728,11584
2022-09-03,1140,5796,3023,10480,11776,8811,11008,7712
2022-09-04,6496,7472,6068,15012,10004,13544,10224,13144
2022-09-05,16448,24405,22978,44396,0,35744,29248,43592
2022-09-06,6865,7358,6284,10124,0,0,10488,0
2022-09-07,1106,1303,617,2992,1056,0,2328,0
2022-09-08,5386,7777,5388,13856,13060,4520,11216,3768
2022-09-09,4225,7885,4975,16332,16084,4769,14016,9504
2022-09-10,6033,6489,5371,16104,19332,0,9280,11008
2022-09-11,0,281,17,564,684,0,96,152
2022-09-12,505,7084,4696,11912,14100,2868,8008,9408
2022-09-13,11312,22734,21820,45572,51000,24720,35512,34984
2022-09-14,8780,9696,9313,25200,30656,16110,15640,6792
2022-09-15,18668,20050,17634,36488,38744,34812,26248,0
2022-09-16,14628,13119,13110,24872,14100,16639,23736,2456
2022-09-17,8656,14960,13240,30076,30840,21116,25640,18056
2022-09-18,14427,12932,8674,34064,2228,16395,33648,32648
2022-09-19,24865,32966,11782,63656,0,55138,53040,64360
2022-09-20,15771,15966,4156,25560,1292,21842,7672,21784
2022-09-21,7234,4169,8006,16980,19840,12841,0,8784
2022-09-22,2233,4681,3961,10444,11128,5888,0,5184
2022-09-23,12003,13750,11205,19612,21116,5598,0,23200
2022-09-24,16341,18913,12606,30732,30612,0,0,28392
2022-09-25,2661,3765,0,10416,10116,0,0,6128
2022-09-26,2907,3616,1969,8952,8984,2269,0,5960
2022-09-27,389,2342,2204,5464,5304,3076,0,3520
2022-09-28,0,7,2,1332,1200,214,0,576
2022-09-29,0,466,239,472,868,395,0,1384
2022-09-30,0,0,41,224,160,33,0,104
2022-10-01,597,597,500,1660,0,1144,0,1752
2022-10-02,15395,15120,13924,20512,0,24165,0,26704
2022-10-03,17602,16007,20215,20280,0,30210,0,41240
2022-10-04,22837,23463,24221,36748,0,22910,0,48160
2022-10-05,18428,21606,19117,27652,0,0,0,24624
2022-10-06,12230,13585,10032,18900,0,4721,0,4432
2022-10-07,21136,22730,18584,32260,0,29950,0,40696
2022-10-08,8586,6648,6725,13884,0,10402,0,7672
2022-10-09,9261,9555,4075,13312,0,16233,0,16704
2022-10-10,26529,27793,4222,34748,0,35007,0,53144
2022-10-11,25428,26641,9281,29344,0,0,0,49144
2022-10-12,10599,9725,4991,18112,0,0,0,13864
2022-10-13,17390,16262,14551,30292,0,0,0,27648
2022-10-14,16535,16058,12213,27288,0,0,0,19920
2022-10-15,4664,4142,2909,7404,0,0,0,5040
2022-10-16,8512,8812,6305,13976,0,0,0,12016
2022-10-17,18178,25343,16109,46444,0,0,0,46128
2022-10-18,7928,24767,24678,48412,0,0,0,48880
2022-10-19,15754,16292,15106,27156,0,1042,0,28400
2022-10-20,5090,2463,4743,9832,0,5048,0,3512
2022-10-21,3089,911,2861,6164,0,2867,0,1520
2022-10-22,2144,6433,4207,10616,0,7325,0,472
2022-10-23,0,20436,19630,35688,0,13987,0,0
2022-10-24,15606,10834,25440,50176,0,31314,0,0
2022-10-25,7759,14781,13365,26400,0,22349,0,0
2022-10-26,9023,5707,6178,14788,0,9086,0,0
2022-10-27,7038,6816,5995,13488,2132,8626,0,1528
2022-10-28,3141,5377,3203,10264,9024,5458,0,6736
2022-10-29,13646,12839,9885,23480,3756,17325,0,13288
2022-10-30,12346,8312,9779,20460,0,15780,0,10384
2022-10-31,14117,15962,15542,32716,20196,26325,0,18760
2022-11-01,12252,14197,10879,22048,22196,15643,0,21632
2022-11-02,6265,7585,6125,13180,13120,10512,0,9048
2022-11-03,11499,3404,10071,19488,20820,18700,0,18496
2022-11-04,26402,0,25223,51084,50840,51672,0,52576
2022-11-05,8629,0,6280,38224,36068,39310,0,41984
2022-11-06,6658,0,5945,12744,9740,9277,0,10368
2022-11-07,389,0,379,2236,1368,936,0,1624
2022-11-08,546,0,1887,3868,4980,2565,0,3104
2022-11-09,103,55,391,1304,1548,333,0,240
2022-11-10,321,599,514,1296,2524,1016,0,944
2022-11-11,384,716,769,1212,928,1385,0,752
2022-11-12,12020,11918,12489,23088,17680,21481,0,20528
2022-11-13,26548,28883,26496,47380,4152,43771,0,52592
2022-11-14,17986,20064,15116,26368,0,21669,0,31816
2022-11-15,8186,9313,6322,5372,0,9425,0,15096
2022-11-16,763,893,480,2004,164,1631,0,2096
2022-11-17,1756,1199,1527,4960,1984,2630,0,1752
2022-11-18,4809,8413,7364,19256,22800,12874,0,9552
2022-11-19,2676,3948,3610,10248,12184,5474,0,4008
2022-11-20,0,4341,3980,10540,12084,6553,0,4536
2022-11-21,841,2679,1762,6352,6996,1923,0,3536
2022-11-22,5344,3624,5228,12848,14400,4784,0,7136
2022-11-23,20850,23402,21118,39208,34152,1310,0,41992
2022-11-24,9553,10787,9157,16804,12420,0,0,17248
2022-11-25,2421,2769,1473,5976,4696,0,0,5272
2022-11-26,10111,12113,8629,18732,18676,0,0,18368
2022-11-27,1008,3877,4984,10680,9692,0,0,7520
2022-11-28,14916,21577,20422,37588,26840,0,0,39168
2022-11-29,28879,32245,23425,58804,0,0,0,53440
2022-11-30,31274,36181,9925,70784,0,0,0,70168
2022-12-01,17086,16906,5192,28296,2148,5972,0,27160
2022-12-02,8891,8214,7223,16400,18308,13079,0,7872
2022-12-03,3120,4035,2829,11200,11320,7368,0,5752
2022-12-04,35670,35942,34633,67072,68100,36409,0,67192
2022-12-05,36478,36480,36474,71120,71376,0,0,71480
2022-12-06,22285,22533,22014,18936,36140,8947,0,37288
2022-12-07,10378,11136,10401,0,16108,9543,0,17016
2022-12-08,2490,4905,6883,0,14336,0,0,7808
2022-12-09,1614,3303,5099,0,11404,5319,0,0
2022-12-10,9438,12738,11068,0,21928,18878,0,0
2022-12-11,27239,8009,25393,0,50864,48086,0,0
2022-12-12,10124,119,10758,0,19736,6015,0,11624
2022-12-13,29980,0,27788,1400,52572,11761,0,52600
2022-12-14,22563,0,22514,36160,41484,41608,0,42352
2022-12-15,3040,0,2595,3272,4764,4712,0,5056
2022-12-16,23308,0,21474,42048,41792,39684,0,45272
2022-12-17,21440,0,24922,59600,63012,63684,0,64960
2022-12-18,0,0,0,68976,1208,68672,0,68816
2022-12-19,2048,0,2269,23584,11168,26952,0,28152
2022-12-20,2372,0,1710,5784,5528,4298,0,3824
2022-12-21,16508,0,21132,29896,37864,36528,0,39200
2022-12-22,22382,0,30460,59312,66184,67082,0,67296
2022-12-23,0,0,14439,71360,69208,69954,0,68736
2022-12-24,2029,0,3626,9416,10988,68040,0,69432
2022-12-25,0,0,0,0,0,58756,0,62696
2022-12-26,0,0,0,0,21616,34236,0,36072
2022-12-27,7069,0,6342,40,27680,29228,0,32520
2022-12-28,12759,0,15254,9432,25440,23310,0,29912
2022-12-29,18192,0,15523,22232,26560,28936,0,30472
2022-12-30,14201,0,12757,14408,20080,22192,0,23448
2022-12-31,14519,0,13841,13240,19908,22644,0,17352
2023-01-01,3743,0,14046,19912,23920,26318,0,0
2023-01-02,23610,0,31037,56824,56328,57510,0,0
2023-01-03,30430,0,29662,39216,48344,52204,0,0
2023-01-04,11551,0,9118,17984,18124,17860,0,2800
2023-01-05,219,0,288,1032,1344,1230,0,1536
2023-01-06,6083,0,6663,10392,1040,10914,0,11584
2023-01-07,24310,0,23985,44696,0,45720,0,46440
2023-01-08,266,0,313,1432,0,1424,0,1896
2023-01-09,15104,0,14656,23680,15408,25490,0,29424
2023-01-10,9139,0,9794,19528,19572,16020,0,17872
2023-01-11,2221,0,2143,4568,4856,4148,0,3224
2023-01-12,9409,0,9112,19928,14676,5486,0,19752
2023-01-13,19706,0,19393,36816,36996,0,0,38576
2023-01-14,25858,0,25756,42552,42264,0,0,48936
2023-01-15,36207,0,27152,68264,69552,0,0,71232
2023-01-16,35379,0,35384,65840,67244,0,0,68704
2023-01-17,20552,0,22122,26768,30188,0,0,36256
2023-01-18,10498,0,10972,13288,15400,0,0,18600
2023-01-19,7238,0,7294,8128,11244,0,0,6584
2023-01-20,28265,0,28003,42976,47328,14918,0,22568
2023-01-21,9940,0,9668,19992,19384,15854,0,17888
2023-01-22,2641,0,12060,24824,26824,20136,0,15024
2023-01-23,11526,0,23670,47696,48668,42578,0,16912
2023-01-24,8996,0,12450,17728,65560,62536,0,0
2023-01-25,4330,0,7403,0,30604,16976,0,0
2023-01-26,3212,0,2840,0,5740,5368,0,0
2023-01-27,28599,0,14408,0,65232,66732,0,0
2023-01-28,0,0,5683,0,59696,60576,0,0
2023-01-29,11752,0,7326,0,37784,31184,0,0
2023-01-30,16523,0,5724,0,24416,1536,0,0
2023-01-31,3660,0,4832,0,0,8504,0,5752
2023-02-01,20094,0,19795,0,19956,38760,0,41472
2023-02-02,25239,0,23777,0,43996,44504,0,48736
2023-02-03,21724,0,17099,0,32904,35900,0,39680
2023-02-04,19892,0,16723,0,31624,31676,0,36496
2023-02-05,2391,0,4949,0,9696,7716,0,4408
2023-02-06,88,0,5309,0,14116,10778,0,8304
2023-02-07,0,0,11552,0,25256,22900,0,24544
2023-02-08,0,0,18963,0,33792,32240,0,34664
2023-02-09,0,0,10938,0,19416,20112,0,15040
2023-02-10,0,1526,27922,0,27264,51928,0,52664
2023-02-11,0,0,4628,0,9908,7950,0,5424
2023-02-12,0,0,12463,0,16652,24808,0,23496
2023-02-13,0,0,27973,0,0,56840,0,58128
2023-02-14,0,0,23769,0,0,48626,0,31992
2023-02-15,0,0,11926,4600,0,24474,0,0
2023-02-16,714,0,5638,12280,5340,10298,0,6168
2023-02-17,0,0,452,1448,1080,376,0,1328
2023-02-18,0,0,1318,2856,3096,0,0,3760
2023-02-19,0,0,32023,55200,61432,0,0,62272
2023-02-20,0,0,30052,54024,55572,0,0,57952
2023-02-21,0,0,11110,42944,43440,2260,0,41280
2023-02-22,0,0,2458,6320,3304,4296,0,4672
2023-02-23,0,0,6622,14072,4808,15034,0,16704
2023-02-24,0,0,22953,43984,43312,44624,0,47168
2023-02-25,0,0,27746,54320,54580,55074,0,55312
2023-02-26,0,0,15538,30160,29880,28834,0,30640
2023-02-27,0,0,163,2480,2520,1364,0,1472
2023-02-28,0,0,2007,5016,4080,3242,0,5104
2023-03-01,0,0,14640,23872,26316,26592,0,28184
2023-03-02,0,0,24445,49888,50816,23178,0,52456
2023-03-03,0,0,7231,13864,14404,14016,0,16088
2023-03-04,0,0,2207,6856,5816,3950,0,4392
2023-03-05,0,0,290,1256,1136,412,0,488
2023-03-06,0,0,1160,2368,2400,2138,0,2920
2023-03-07,1747,0,5032,11208,10984,6636,0,11624
2023-03-08,11617,0,12201,28504,27896,17950,0,25896
2023-03-09,5659,0,7247,13672,14272,8986,0,14192
2023-03-10,1433,0,1116,2928,1088,2426,0,2760
2023-03-11,2416,0,6066,12040,1972,11596,0,12968
2023-03-12,0,0,14798,41360,36084,46448,0,43448
2023-03-13,5929,0,161,32760,33120,12688,0,33264
2023-03-14,6125,0,7255,12504,8200,10438,0,0
