구분,한경1호기(kWh),한경2호기(kWh),한경3호기(kWh),한경5호기(kWh),한경6호기(kWh),한경7호기(kWh),한경8호기(kWh),한경9호기(kWh)
2020-07-29,12673,10715,16579,0,27112,12696,28112,27344
2020-07-30,7009,6010,9065,0,15728,11768,16160,12432
2020-07-31,1469,1070,1639,0,3328,2680,4224,5816
2020-08-01,196,201,5,0,856,304,552,544
2020-08-02,861,807,673,0,2692,2656,2664,1488
2020-08-03,553,563,411,0,1308,1640,1840,1104
2020-08-04,1477,2095,1710,0,2932,3168,4280,2224
2020-08-05,6188,4563,6288,0,16504,12096,13688,11880
2020-08-06,765,682,727,0,2832,1864,2520,2736
2020-08-07,6779,6693,5486,0,12336,11352,11472,9064
2020-08-08,13332,8643,9176,0,23124,25056,23896,15928
2020-08-09,2064,0,24087,0,2288,61056,64752,27720
2020-08-10,19751,0,18930,0,36524,16624,18632,29368
2020-08-11,21964,9003,0,0,28788,14728,18296,30496
2020-08-12,1873,2829,1552,0,6376,3264,5920,4584
2020-08-13,12014,14744,9788,0,20084,15656,14352,24400
2020-08-14,24091,3983,20064,0,39936,40312,34024,42336
2020-08-15,10842,6254,10025,0,18404,17680,7104,15688
2020-08-16,908,1113,1023,0,2356,3232,2832,3704
2020-08-17,1531,0,1257,0,4016,3848,4520,5408
2020-08-18,384,382,465,0,3264,1856,3680,2792
2020-08-19,352,1601,1217,0,4668,3064,2808,2232
2020-08-20,7195,5574,8516,0,15124,13976,1800,15528
2020-08-21,9271,1390,10405,0,17992,17352,0,22944
2020-08-22,27,55,0,0,156,112,0,304
2020-08-23,239,463,225,0,1028,0,856,752
2020-08-24,80,102,65,0,836,0,416,536
2020-08-25,4831,4413,4734,0,9236,1280,9256,7680
2020-08-26,8105,6664,10704,0,10168,19144,17264,10160
2020-08-27,3052,3515,2863,0,5744,5928,4712,2824
2020-08-28,1014,1081,1231,0,3036,2272,2704,144
2020-08-29,1638,1752,1353,0,2976,2488,1864,776
2020-08-30,0,0,0,0,256,192,312,32
2020-08-31,1007,0,682,0,0,1680,0,1656
2020-09-01,2391,0,5164,0,11748,8976,7992,7408
2020-09-02,1715,1727,1381,0,3088,3408,2824,1936
2020-09-03,6470,6422,6236,0,13284,11224,12888,12576
2020-09-04,6471,6024,5519,0,12428,9272,11280,10088
2020-09-05,9294,5236,6976,0,17208,18936,20400,15432
2020-09-06,914,1332,1610,0,1720,3504,2984,3680
2020-09-07,1173,3079,2951,0,9000,7296,5280,4344
2020-09-08,10128,9991,12592,0,23224,21104,21488,21656
2020-09-09,5844,6743,9368,0,12768,11080,14112,17872
2020-09-10,1771,2372,1761,0,4964,4008,4112,6360
2020-09-11,1871,4875,3038,0,11736,7440,4704,5184
2020-09-12,3031,3742,2163,0,10484,5272,4256,2984
2020-09-13,5665,7974,6715,0,14516,11704,13104,11848
2020-09-14,3535,4567,2783,0,7536,5792,6704,7768
2020-09-15,2563,6127,5011,0,11176,9144,9896,9920
2020-09-16,10810,10495,13109,0,30752,25096,21960,19472
2020-09-17,14301,12514,14080,0,23704,6672,22304,28280
2020-09-18,9363,7693,12276,0,25912,0,21584,21224
2020-09-19,18371,18099,20814,0,44228,0,35472,39176
2020-09-20,21098,5745,20774,0,0,0,38920,39992
2020-09-21,0,0,0,0,0,0,0,0
2020-09-22,9572,4610,10500,0,15104,0,15152,17696
2020-09-23,2568,320,1651,0,5264,0,4736,6368
2020-09-24,2441,3488,3549,0,9028,0,7496,6272
2020-09-25,6121,10293,8765,0,20408,0,7096,15256
2020-09-26,69,15,99,0,1004,0,336,448
2020-09-27,473,1018,702,0,1928,0,1624,976
2020-09-28,1018,1716,949,0,3452,0,3640,2728
2020-09-29,7,75,7,0,528,0,624,272
2020-09-30,8431,5971,7513,0,16404,0,14888,14384
2020-10-01,19861,8920,20101,0,33068,0,27728,30200
2020-10-02,8846,13777,24219,0,3500,0,42720,3512
2020-10-03,1164,1288,1169,0,2412,0,2680,160
2020-10-04,15777,11148,17336,0,0,25952,26912,11752
2020-10-05,0,0,4422,0,0,5928,7680,0
2020-10-06,10171,11933,14063,0,17580,0,16664,8536
2020-10-07,20680,21191,20911,0,30264,0,30776,35632
2020-10-08,7146,6177,8020,0,16212,0,16016,14384
2020-10-09,0,2,0,0,104,0,128,168
2020-10-10,4382,6432,5036,0,10604,0,10872,9136
2020-10-11,5593,7955,8223,0,16916,0,15480,10848
2020-10-12,15338,8312,12178,0,12584,0,21384,15768
2020-10-13,19371,15659,11555,0,30976,0,32360,35136
2020-10-14,22373,17191,14233,0,40520,0,36328,37744
2020-10-15,11515,10216,10026,0,11404,0,18072,12432
2020-10-16,8629,9849,7511,0,11412,0,16328,13208
2020-10-17,16610,16682,20052,0,42128,0,34328,31664
2020-10-18,12457,13994,8486,0,18624,0,16392,23400
2020-10-19,4400,6092,5389,0,12296,0,11720,7792
2020-10-20,8255,10641,11049,0,23968,0,21032,0
2020-10-21,5912,7422,7078,0,16120,0,13968,0
2020-10-22,13638,13548,15952,0,36112,0,27568,0
2020-10-23,15420,19350,17850,0,35796,0,30792,0
2020-10-24,13329,15043,10678,0,19852,0,16488,0
2020-10-25,12891,21797,26951,0,48264,0,50920,0
2020-10-26,0,0,13649,0,26520,0,27144,0
2020-10-27,0,0,780,0,2064,0,2104,0
2020-10-28,7886,4212,7922,0,12052,0,12216,13104
2020-10-29,5642,6606,5227,0,9268,0,9000,6024
2020-10-30,324,549,328,0,1336,0,1560,0
2020-10-31,2042,2820,2044,0,4628,4504,856,0
2020-11-01,0,461,463,0,2272,0,1408,776
2020-11-02,4012,4785,3241,0,7816,0,0,8488
2020-11-03,533,1427,1222,0,3104,0,312,2208
2020-11-04,4200,4645,3418,0,8800,0,4872,8296
2020-11-05,2387,3521,2464,0,6300,0,3352,6344
2020-11-06,18555,19264,14266,0,29320,0,27864,24104
2020-11-07,22454,15178,18485,0,35900,0,35504,43112
2020-11-08,21085,22192,19068,0,0,0,32184,26160
2020-11-09,14362,12644,14878,0,23484,0,26576,27776
2020-11-10,28109,22101,25281,0,47980,0,40768,48488
2020-11-11,4382,5259,3443,0,8424,0,7808,8992
2020-11-12,6500,7332,6749,0,14348,0,12496,13736
2020-11-13,22509,22611,22441,0,34332,0,43488,44288
2020-11-14,1152,846,1660,0,2768,0,3640,4248
2020-11-15,1132,1496,1573,0,3276,0,2104,4968
2020-11-16,18345,18080,20210,0,38504,0,0,39640
2020-11-17,35691,36140,35124,0,44212,0,37792,68800
2020-11-18,30544,30411,30867,0,35940,0,55272,58880
2020-11-19,14486,16348,15344,0,17796,0,25400,19592
2020-11-20,3389,2042,4483,0,12496,0,8720,4152
2020-11-21,439,117,795,0,1760,0,1792,1248
2020-11-22,425,356,194,0,0,0,616,688
2020-11-23,10016,9951,9170,0,15792,0,18808,18632
2020-11-24,32414,32561,32102,0,59928,0,59432,62160
2020-11-25,11802,10715,15236,0,33664,0,26504,21296
2020-11-26,33461,34679,32889,0,60340,0,55056,62720
2020-11-27,21628,25587,23645,0,31728,0,35880,45144
2020-11-28,12129,18046,16583,0,29260,0,26104,27472
2020-11-29,1255,1253,1664,0,4472,12,4432,4368
2020-11-30,11339,13326,13708,0,27192,26170,25136,23064
2020-12-01,32024,31680,31151,0,60012,11885,59048,62296
2020-12-02,12191,16431,15756,0,24884,2710,20928,27368
2020-12-03,10569,11015,9130,0,7008,15093,0,17168
2020-12-04,25645,26521,21845,0,0,42387,0,49144
2020-12-05,32251,26865,31009,0,0,51254,15440,56648
2020-12-06,21788,24099,19513,0,0,30264,36320,39616
2020-12-07,10369,2238,8757,0,0,17144,16080,18664
2020-12-08,188,444,365,0,0,1263,1368,1920
2020-12-09,1835,3115,3446,0,0,6829,6832,8008
2020-12-10,15799,12346,11793,0,17404,28549,25984,29864
2020-12-11,14041,16962,8501,0,24988,25336,27776,28520
2020-12-12,1043,282,2355,0,4196,4351,4392,1800
2020-12-13,9957,11364,9458,0,18736,16543,16176,19256
2020-12-14,1735,2148,2844,0,8088,6958,32,3904
2020-12-15,3207,5524,5750,0,11804,12493,4120,10536
2020-12-16,17940,19600,15533,0,31064,26926,31528,35192
2020-12-17,20311,21811,19225,0,38820,32864,38792,42264
2020-12-18,26728,28304,24137,0,53624,48283,53640,60096
2020-12-19,14436,15959,10925,0,21416,16935,19320,18656
2020-12-20,7642,3552,11744,0,25632,22420,19816,13960
2020-12-21,12970,2368,15990,0,33704,30302,26512,19736
2020-12-22,13278,14068,6262,0,20340,15662,18328,14048
2020-12-23,5430,8437,8699,0,18676,15137,18104,14784
2020-12-24,3333,5577,5413,0,13376,10591,10280,7504
2020-12-25,21386,17957,22923,0,46508,20849,44544,44544
2020-12-26,26677,27806,26613,0,46308,5935,47608,49640
2020-12-27,1760,2094,1070,0,4132,3213,3208,3776
2020-12-28,14299,13055,11631,0,25820,26219,25080,20552
2020-12-29,18545,19046,17193,0,32880,22775,32744,34592
2020-12-30,26680,23990,34246,0,66484,22393,64208,68344
2021-01-01,16278,0,0,10,0,27222,0,0
2021-01-02,24672,9783,13775,0,0,39794,0,0
2021-01-03,21485,20577,18744,0,0,32375,0,0
2021-01-04,11039,6192,8993,0,0,19125,0,0
2021-01-05,25373,26366,22832,0,0,39742,0,4944
2021-01-06,28975,29670,27854,0,0,47392,0,51400
2021-01-07,20388,20919,14931,0,0,68768,0,69448
2021-01-08,7308,6155,16259,0,0,67893,0,68432
2021-01-09,0,0,2158,0,0,66962,0,67408
2021-01-10,0,0,0,0,0,39181,0,39720
2021-01-11,2595,3072,3200,0,0,12472,0,12376
2021-01-12,18740,19369,18926,0,0,31645,7368,32544
2021-01-13,20386,14729,21248,0,0,24075,32872,35376
2021-01-14,5017,1524,5479,0,0,5993,6344,10152
2021-01-15,20288,23015,25039,0,0,39265,38096,44768
2021-01-16,36336,36463,35407,0,0,65540,46968,71104
2021-01-17,30321,30606,30449,0,0,54980,0,55848
2021-01-18,31224,30995,30599,0,0,55943,28464,56504
2021-01-19,21610,21003,18995,0,0,31874,33296,33896
2021-01-20,3709,3668,3112,0,0,7001,7328,5392
2021-01-21,7065,7597,6086,0,0,12272,14320,13760
2021-01-22,1787,7237,5924,0,0,10221,11400,12520
2021-01-23,13567,23477,20025,0,0,42506,35144,37144
2021-01-24,23249,19969,20357,0,0,39764,34864,29672
2021-01-25,8580,8509,7551,0,0,14924,14336,14264
2021-01-26,23158,23711,21687,0,0,38153,41880,43168
2021-01-27,23308,23033,22030,0,0,39966,40192,40488
2021-01-28,18267,22164,21953,0,0,43948,38840,43720
2021-01-29,9800,17017,16679,0,0,46566,43808,50640
2021-01-30,4482,5217,4484,0,0,5914,7752,8664
2021-01-31,13971,11242,14693,0,0,22095,26384,28904
2021-02-01,13799,13782,13361,0,0,25324,20896,26096
2021-02-02,35100,35653,34270,468,0,60672,62296,66600
2021-02-03,10407,11293,10334,736,0,17140,17144,20000
2021-02-04,18251,18694,16091,3360,0,27020,29584,32704
2021-02-05,4278,2983,4012,596,0,7104,8216,5672
2021-02-06,2843,3007,2756,1320,0,4411,5072,5904
2021-02-07,11265,11163,10096,1780,0,18518,16984,19904
2021-02-08,27205,28142,27691,2880,0,53030,54152,55384
2021-02-09,14820,13828,13555,4516,0,24101,26112,27232
2021-02-10,3735,4518,4399,8004,0,6204,7184,6392
2021-02-11,4680,2416,4267,8932,0,6015,7568,4944
2021-02-12,5738,4331,3478,10784,0,7843,9128,5720
2021-02-13,2172,2142,1362,5568,0,4030,4936,3464
2021-02-14,3596,3416,2727,6404,0,4894,5912,5120
2021-02-15,30565,30607,28869,6656,0,56894,54760,59160
2021-02-16,24122,24374,13352,18068,0,42577,37880,44992
2021-02-17,27829,29630,21557,49056,0,71503,47624,11352
2021-02-18,1361,15092,15364,53460,0,69514,0,26368
2021-02-19,5274,5613,16175,21756,0,25465,0,28048
2021-02-20,17088,19157,19863,30636,0,30958,0,37040
2021-02-21,15249,18437,18469,24220,0,28299,0,35888
2021-02-22,18134,17676,18045,31104,0,32022,0,36448
2021-02-23,9666,24594,23303,45164,0,39831,0,43624
2021-02-24,436,12810,9691,20688,0,20382,0,17648
2021-02-25,14606,12893,13028,25992,0,24735,0,19760
2021-02-26,36283,35929,35879,15328,0,69316,0,67216
2021-02-27,31891,29933,29263,0,0,56838,0,48872
2021-02-28,7971,7481,8102,0,0,15217,0,11144
2021-03-01,30323,31890,29762,0,0,57874,0,51720
2021-03-02,25620,27414,24302,0,732,43734,712,360
2021-03-03,3341,2421,3442,0,0,7618,0,0
2021-03-04,14586,14074,13568,0,0,27705,0,0
2021-03-05,10857,10737,8896,0,0,15965,0,0
2021-03-06,15311,13147,10991,0,0,20233,0,0
2021-03-07,17755,15927,14297,0,0,27208,0,0
2021-03-08,9071,8900,3000,0,0,12478,792,0
2021-03-09,9599,10722,0,0,0,12798,14256,0
2021-03-10,11348,11873,0,12,0,17011,17776,0
2021-03-11,2508,2420,1788,0,0,5207,5672,0
2021-03-12,22781,24483,16366,24312,0,40170,41496,0
2021-03-13,7168,8251,0,11404,0,9187,10472,0
2021-03-14,686,1432,0,3372,0,3050,2856,0
2021-03-15,9718,8771,4298,19448,0,15963,19384,0
2021-03-16,19674,22250,16856,32180,0,27960,31712,0
2021-03-17,10562,11070,9085,16860,0,15041,13008,0
2021-03-18,4247,2609,2271,7500,0,5193,4640,0
2021-03-19,5550,4827,2422,8372,0,6180,4736,0
2021-03-20,323,14427,13800,23384,0,0,23264,0
2021-03-21,235,27288,27083,53264,0,0,53416,0
2021-03-22,23746,24776,24410,43428,0,0,41400,0
2021-03-23,9196,9627,9015,12664,0,2797,12400,0
2021-03-24,4053,1784,4830,9784,0,5792,9016,0
2021-03-25,1954,1679,1131,4532,0,3232,4360,0
2021-03-26,4914,3847,4431,9076,0,6236,8632,0
2021-03-27,1849,27088,27723,51180,0,5423,49576,0
2021-03-28,0,4332,4720,8312,0,0,7496,0
2021-03-29,768,894,1026,3252,0,966,2744,0
2021-03-30,7099,6904,5633,12368,0,9531,11096,0
2021-03-31,486,151,402,1520,0,964,1424,0
2021-04-01,4639,6862,3971,11556,0,9723,8152,0
2021-04-02,8405,11179,17136,37340,0,39529,41288,0
2021-04-03,21054,0,21153,39448,0,37273,38600,0
2021-04-04,29904,0,29330,49512,0,54741,48344,0
2021-04-05,11307,2391,8701,19700,0,16464,17024,0
2021-04-06,5840,6267,4379,10192,0,8176,9528,0
2021-04-07,4947,5680,3739,8772,0,7588,7608,0
2021-04-08,9288,10636,7165,14992,0,11824,12216,0
2021-04-09,15143,14947,12204,24452,0,21655,20056,24
2021-04-10,4858,3269,2165,7836,0,5644,960,4088
2021-04-11,4018,3806,3009,6892,0,7514,7272,4664
2021-04-12,28832,28364,28621,32052,0,52713,52704,50584
2021-04-13,25085,27130,21139,38020,0,36141,38680,22576
2021-04-14,23273,24570,20201,39876,0,34607,39488,0
2021-04-15,4875,4649,3987,1920,0,7347,8848,1712
2021-04-16,1368,928,808,3088,0,1551,2408,2872
2021-04-17,2063,2129,1874,22220,0,22733,20000,22776
2021-04-18,0,0,0,31900,0,34058,30440,34144
2021-04-19,868,989,900,2916,0,875,3088,3192
2021-04-20,618,738,63,1420,0,463,2512,2328
2021-04-21,1351,1328,985,3364,0,2901,3464,2712
2021-04-22,10882,10885,9668,19648,0,19605,19120,14312
2021-04-23,7831,6928,5993,14084,0,8057,13952,3456
2021-04-24,631,1314,450,3796,0,2425,2368,176
2021-04-25,2933,2252,2397,4844,0,5015,4456,5008
2021-04-26,1066,1099,771,2308,0,2285,2608,2360
2021-04-27,1703,1463,1174,4096,0,3868,4240,2928
2021-04-28,456,408,195,1484,0,1045,1144,1600
2021-04-29,3707,4355,5745,9632,0,8717,9432,10728
2021-04-30,11157,11809,10948,18828,0,19389,17112,20288
2021-05-01,16019,15965,14578,26688,0,26255,24920,26112
2021-05-02,10422,10574,9770,14944,0,16444,12504,17448
2021-05-03,5784,7305,5916,15332,0,13598,14816,16128
2021-05-04,27565,28139,28204,51772,0,40675,51176,55096
2021-05-05,10422,11223,8346,16116,0,13084,16264,19664
2021-05-06,4886,2031,5459,10268,0,7851,10544,8528
2021-05-07,6133,9720,9541,18232,0,15444,17152,20752
2021-05-08,3807,59,4075,7452,0,2938,7112,8680
2021-05-09,3311,0,2707,8188,0,0,7760,6272
2021-05-10,4153,4237,6341,13168,0,6259,12944,11680
2021-05-11,7922,7740,7381,14068,0,14141,16112,11264
2021-05-12,22181,22316,16778,38840,0,27394,27904,30376
2021-05-13,6146,6325,3987,11828,0,0,8712,7904
2021-05-14,2775,2549,2769,4644,3076,0,5808,4536
2021-05-15,16152,16835,17163,30952,7496,0,31480,35296
2021-05-16,17292,18187,18722,31904,31836,0,32928,39144
2021-05-17,6762,6751,4877,8640,10568,0,8976,11592
2021-05-18,125,189,47,380,648,0,688,984
2021-05-19,582,626,540,2212,1304,0,1960,1160
2021-05-20,7441,8210,8046,10860,1380,0,13256,15968
2021-05-21,8375,8605,7210,10872,336,0,7360,13736
2021-05-22,1576,1828,1140,2700,3304,0,2608,4304
2021-05-23,226,1579,1328,2456,2088,0,3184,3648
2021-05-24,161,2649,2411,472,4636,0,800,5768
2021-05-25,5212,5671,5990,3056,8480,0,6832,10520
2021-05-26,7264,6809,7248,9340,10024,0,15312,14816
2021-05-27,42,500,275,240,1544,0,688,1544
2021-05-28,17488,17342,18494,21608,30704,0,29672,30096
2021-05-29,3800,4177,4158,5836,6288,0,7472,7944
2021-05-30,5424,4413,4591,10572,3284,0,8992,10272
2021-05-31,2121,1893,1654,4048,400,0,3600,3840
2021-06-01,3259,3299,3509,7416,3912,0,7048,7440
2021-06-02,12042,15351,11634,21564,17044,0,28176,27904
2021-06-03,18895,19288,10971,34316,33532,0,34408,34680
2021-06-04,7346,8228,7042,7964,10712,0,10976,13544
2021-06-05,5199,5936,5714,9572,9712,0,10080,12432
2021-06-06,7148,6887,7775,15100,11416,0,13928,14904
2021-06-07,2994,2571,3025,6372,3076,0,6112,7240
2021-06-08,4733,4875,4594,8888,3900,0,9648,9464
2021-06-09,3412,3281,3204,6672,5196,0,7072,5864
2021-06-10,24637,25760,23757,47728,22476,0,48176,49944
2021-06-11,528,3507,2878,7676,7592,0,1192,6976
2021-06-12,1302,1616,894,3068,2880,0,0,3872
2021-06-13,0,13,1,212,136,0,0,544
2021-06-14,300,382,49,800,540,0,0,928
2021-06-15,7120,6544,6706,13440,12932,0,0,10888
2021-06-16,23454,22298,26436,52180,56768,0,0,50528
2021-06-17,1489,1473,957,3640,4552,0,184,2712
2021-06-18,22,60,4,424,280,0,192,328
2021-06-19,354,487,253,872,1200,0,952,1504
2021-06-20,24,51,14,112,148,0,176,312
2021-06-21,64,123,94,356,324,0,0,736
2021-06-22,86,162,98,572,536,0,0,672
2021-06-23,838,1051,948,2004,2060,1952,0,2832
2021-06-24,1242,1395,1283,3708,2248,3799,0,4480
2021-06-25,2177,1914,1518,4684,2936,3194,0,3944
2021-06-26,2682,2478,2143,5048,3676,865,4016,3632
2021-06-27,1492,1486,944,2924,2916,3314,2960,1784
2021-06-28,1740,2996,2115,7448,7848,4491,5392,3424
2021-06-29,214,137,92,1616,1764,1122,1160,1152
2021-06-30,36,32,8,108,84,9,56,120
2021-07-01,131,75,185,976,860,543,552,560
2021-07-02,482,638,338,1820,2000,1756,1768,1016
2021-07-03,8225,17578,6095,1996,19884,30875,19936,39864
2021-07-04,3781,5743,6479,0,0,2540,576,16536
2021-07-05,16921,15470,18975,12464,0,31750,18360,38064
2021-07-06,19461,19511,20647,23068,0,38067,34624,43120
2021-07-07,13856,12364,16765,28004,5404,27924,29152,35040
2021-07-08,1895,3206,3187,1152,3576,7054,6616,8240
2021-07-09,857,2075,1794,3308,2348,3242,4328,5072
2021-07-10,3792,4132,5215,8776,6784,8357,9456,11304
2021-07-11,2933,2991,4322,7748,7744,8445,9056,10640
2021-07-12,9136,5300,10812,20272,18864,15797,20008,22728
2021-07-13,14731,12490,17440,31020,21016,25452,30128,34624
2021-07-14,12618,9821,13450,22252,11408,17773,22768,24976
2021-07-15,5073,5065,4514,9880,4140,7919,5968,10280
2021-07-16,1091,981,532,2812,2212,2615,2368,1656
2021-07-17,914,1457,555,3640,3408,2912,2848,2168
2021-07-18,10370,9496,7907,17376,14768,16697,17376,13258
2021-07-19,11609,11092,8048,19344,17016,18622,17928,15192
2021-07-20,1356,3130,299,6716,6752,3298,4064,2488
2021-07-21,530,232,486,2428,3392,1658,1648,608
2021-07-22,2833,4366,0,11052,13072,7373,5672,5256
2021-07-23,468,1962,359,4308,5492,2839,2608,1848
2021-07-24,4321,5495,4647,13184,15680,10513,11712,7968
2021-07-25,4842,8303,22363,42736,46056,11476,12312,38648
2021-07-26,12887,11654,24891,48452,48808,13944,19672,8720
2021-07-27,10611,9763,8613,16044,15372,18054,18904,13184
2021-07-28,1499,1748,1937,3144,2104,2665,3856,3912
2021-07-29,4295,4092,3964,7360,4208,6872,8728,576
2021-07-30,5882,4270,6825,13028,8472,10202,12688,8168
2021-07-31,779,1611,1328,2244,1340,3258,2736,2880
2021-08-01,5065,2845,4699,9868,7752,6747,9256,9920
2021-08-02,1476,1095,1089,3752,2728,3190,3480,3192
2021-08-03,11184,5761,10051,18940,14140,17130,19016,17688
2021-08-04,7273,6956,4198,12636,11096,12935,12288,10160
2021-08-05,2402,2115,1602,5016,4748,4837,4344,3696
2021-08-06,2608,3837,1995,7308,7120,4238,5688,5424
2021-08-07,1523,2275,1314,4580,4212,3324,3488,3880
2021-08-08,6851,9133,5990,14212,15072,11213,1344,11808
2021-08-09,6618,6832,5985,6112,10312,11155,104,11752
2021-08-10,610,854,724,1508,1780,2191,1984,2584
2021-08-11,2091,2098,2458,6656,7104,4351,5192,3488
2021-08-12,109,203,161,788,524,818,800,848
2021-08-13,6253,5761,6533,14980,16516,12735,12184,8608
2021-08-14,8800,22544,18395,42600,46488,38016,37144,33656
2021-08-15,833,882,2762,7528,7940,6513,7256,5776
2021-08-16,4908,6828,4763,12816,15260,10371,9184,7280
2021-08-17,7540,9363,6373,17768,18960,14768,14104,12112
2021-08-18,9,9,0,212,128,108,128,296
2021-08-19,1345,1636,1446,2764,1188,3469,3184,3392
2021-08-20,8485,8392,8318,15216,11148,13582,16720,14512
2021-08-21,8192,16414,11605,35112,34712,30596,37056,38976
2021-08-22,856,802,1015,2916,1700,2586,2872,3824
2021-08-23,8792,13508,12545,24172,17720,21227,24280,23840
2021-08-24,8791,9566,9253,37352,34188,27752,40472,45760
2021-08-25,13791,17609,17170,21076,16592,30929,28160,35704
2021-08-26,265,512,502,1764,2084,1789,1424,2440
2021-08-27,7241,10240,11690,19236,20132,21064,20952,25040
2021-08-28,3585,4586,5366,9068,8480,11529,9568,12576
2021-08-29,1779,2500,2792,5376,4908,7166,6360,7952
2021-08-30,149,307,57,1096,356,1565,1328,2056
2021-08-31,1154,1551,938,3100,1636,3216,2672,3416
2021-09-01,4007,10982,11277,15092,13688,18266,17360,21464
2021-09-02,0,2930,1690,5684,5828,5210,4872,4984
2021-09-03,769,9848,0,19688,20272,14369,15720,12032
2021-09-04,85,323,28,732,796,913,952,760
2021-09-05,3988,4707,0,4828,384,10551,12688,8080
2021-09-06,8434,8908,5629,15508,7292,17279,19592,11032
2021-09-07,8490,7801,3360,13256,6360,13130,12096,14392
2021-09-08,8413,9291,6948,8488,12444,10945,11648,872
2021-09-09,125,91,16,376,192,249,256,0
2021-09-10,2815,1951,2635,6048,4544,4551,5664,3520
2021-09-11,328,681,368,1908,1748,714,1416,688
2021-09-12,1960,5190,3602,10496,11340,7859,7808,5208
2021-09-13,5147,6023,4373,12644,14404,13594,13808,9592
2021-09-14,16647,19498,19492,39832,43744,37445,36512,23872
2021-09-15,17242,32062,18129,67776,24864,39659,63296,33224
2021-09-16,22749,34020,0,67884,0,0,60512,48352
2021-09-17,8596,8584,7682,6632,10708,0,12392,13640
2021-09-18,2481,3598,2145,5708,5564,0,5336,4824
2021-09-19,515,716,390,2616,2440,0,1560,632
2021-09-20,8016,5868,8007,12792,7224,0,14352,14808
2021-09-21,9103,9438,9275,16372,728,0,17056,19096
2021-09-22,1422,2355,2008,3984,1848,0,4568,5728
2021-09-23,3052,4849,3239,9188,7972,0,7432,6992
2021-09-24,3853,4906,4477,12608,12488,1396,10480,7600
2021-09-25,3775,7855,5145,13452,15476,10289,8872,8008
2021-09-26,1253,1580,876,4428,5776,916,1984,1816
2021-09-27,693,1155,842,3300,3040,0,2008,1272
2021-09-28,363,375,276,1348,260,656,1096,1344
2021-09-29,3505,3593,2646,7396,4140,3381,8088,9008
2021-09-30,9491,12239,9438,19244,19276,16912,16544,17856
2021-10-01,3590,4415,2691,7220,6832,4638,6208,8096
2021-10-02,1365,1604,1001,4292,1196,2983,3864,2832
2021-10-03,9759,10403,6573,17592,0,11103,18544,19832
2021-10-04,19812,13722,19165,35824,0,32211,35784,36536
2021-10-05,2135,1864,1815,4508,0,3748,4536,4520
2021-10-06,785,388,267,3192,0,1471,2096,680
2021-10-07,915,708,240,2596,0,2479,2672,792
2021-10-08,1045,811,424,2616,0,1680,1840,1008
2021-10-09,848,1128,609,3164,3008,3361,3624,1912
2021-10-10,3585,3373,3369,6784,2660,4704,7216,6912
2021-10-11,5008,12383,13218,32,23704,23359,20064,22416
2021-10-12,1363,15440,10451,4312,28816,20260,16792,15760
2021-10-13,1476,3255,1850,7500,9576,3308,3720,3224
2021-10-14,121,327,97,1444,1676,705,824,408
2021-10-15,2907,3989,2567,7864,7596,5782,5952,6920
2021-10-16,34070,34128,33200,65532,65144,65094,63024,14656
2021-10-17,7782,13025,21704,42336,42208,42090,40104,0
2021-10-18,0,0,5221,11012,11172,8662,10104,920
2021-10-19,0,0,8337,23960,28904,31469,29592,31824
2021-10-20,0,3254,13752,27292,27248,27429,25008,27168
2021-10-21,0,20409,15727,30208,30144,25330,27784,33208
2021-10-22,992,30258,25682,47440,32948,42924,50336,53592
2021-10-23,0,9852,9464,21132,21012,15821,18192,13256
2021-10-24,0,4755,5206,12336,12280,8575,10632,6520
2021-10-25,509,9054,6512,14156,13820,11522,7976,14384
2021-10-26,1710,5114,3482,8772,8228,6916,4560,8552
2021-10-27,12918,15096,10648,17792,18808,8062,19760,19128
2021-10-28,12935,15808,13109,26520,25008,21746,22576,23376
2021-10-29,11479,8499,10000,22520,18232,12549,16880,12216
2021-10-30,1873,2898,3687,8136,10348,6082,7864,4272
2021-10-31,929,2476,1613,6000,5668,4199,5720,4056
2021-11-01,5353,12206,8303,17088,16728,13795,14680,15568
2021-11-02,14357,16260,11269,23172,25384,21631,26912,31584
2021-11-03,11394,11783,8855,14708,16064,14182,13552,16304
2021-11-04,643,1158,323,2476,2676,1905,1648,3344
2021-11-05,1964,1345,1772,5872,5996,5592,6184,2856
2021-11-06,8888,9987,9202,5856,23272,3857,15472,16848
2021-11-07,7285,15316,14139,10884,29444,0,26024,23736
2021-11-08,19820,31213,31598,57304,58020,42125,59392,60624
2021-11-09,34331,34106,31681,59880,63284,62046,51528,61816
2021-11-10,34780,34756,32974,61936,65256,64355,51552,64128
2021-11-11,29700,29733,27769,47192,31796,52160,41784,51904
2021-11-12,28506,29580,26627,49712,15140,51468,44056,50864
2021-11-13,7123,6883,4056,9964,11356,11573,8288,11376
2021-11-14,7783,7545,6534,7184,13152,12639,5824,12288
2021-11-15,187,191,54,468,1012,849,880,840
2021-11-16,3405,5310,4871,12384,11280,8774,11136,5992
2021-11-17,3621,4984,4449,11640,10892,8142,6664,8184
2021-11-18,858,825,2490,5756,5596,3393,5792,2272
2021-11-19,1628,2669,2080,6312,5728,4512,5512,3912
2021-11-20,1527,3255,2888,9340,8448,5419,8352,4472
2021-11-21,613,597,1016,2300,2544,1839,2168,1128
